t,dt,rad,colat,lat,lon,D,dD,I,dI,F,dF,UID,FID,type
-504,18.0,6371.2,57.8,32.2,48.3,,,,,65.3,2.2,3578,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-503,15.0,6371.2,50.5,39.5,30.0,,,,,83.2,10.8,2864,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-503,253.0,6371.2,70.292,19.708,204.152,-11.300000000000011,1.0701513898776975,28.4,0.9413571428571427,58.33,6.94,561,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-503,253.0,6371.2,70.28999999999999,19.71,204.15,-6.9,1.07121621021337,32.8,0.9004285714285715,,,12699,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-501,19.0,6371.2,52.0,38.0,23.7,,,,,56.0,8.25,1368,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,200.0,6371.2,101.066,-11.066,283.842,,,,,35.9,1.7,774,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,200.0,6371.2,101.066,-11.066,283.842,,,,,41.0,0.2,775,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,34.8,55.2,109.5,,,,,61.7,2.5,11271,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,10.0,6371.2,51.2,38.8,29.8,,,,,74.9,0.4,9235,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,10.0,6371.2,51.2,38.8,29.8,,,,,81.4,1.2,9236,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,10.0,6371.2,51.2,38.8,29.8,,,,,84.0,2.8,9237,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,200.0,6371.2,73.6,16.4,265.0,-1.3000000000000114,0.42839584778097856,30.7,0.3683571428571428,,,11030,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,73.0,17.0,263.3,10.8,0.7946078548384684,34.5,0.6548571428571428,,,11037,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,73.9,16.1,266.2,-1.1999999999999886,0.8156986651308892,36.6,0.6548571428571428,,,11073,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,10.0,6371.2,51.2,38.8,29.8,,,,,81.5,0.2,9284,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,44.685,45.315,286.034,,,,,68.0,8.25,76,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,200.0,6371.2,29.799999999999997,60.2,24.6,,,,,86.0,8.25,349,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,50.0,6371.2,57.5,32.5,44.5,-11.100000000000023,2.153389408612142,48.3,1.4324999999999999,,,9318,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,75.39,14.61,269.47,,,,,42.2,7.0,8302,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,70.53,19.47,205.1,,1.861994179995611,43.5,1.350642857142857,51.0,4.3,3443,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,53.66,36.34,126.57,-4.0,1.0084879596072056,52.5,0.6139285714285714,,,8313,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,50.0,6371.2,54.8084,35.1916,126.8361,,,,,51.2,4.07,11643,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,250.0,6371.2,106.55,-16.55,291.33,,,,,36.9,3.9,9856,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,125.0,6371.2,44.5,45.5,3.3,21.6,1.6062208149757855,69.1,0.573,,,5016,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,104.32,-14.32,284.89,,,,,36.0,2.0,10909,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,25.0,6371.2,46.4,43.6,3.6,9.9,1.986781979818435,69.5,0.6957857142857142,,,5022,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,25.0,6371.2,46.4,43.6,3.6,9.6,1.8612269065539992,69.4,0.6548571428571428,,,5023,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,250.0,6371.2,47.3,42.7,277.3,,,,,66.6,14.1,3239,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,250.0,6371.2,47.3,42.7,277.3,,,,,60.5,12.8,3240,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,50.0,6371.2,50.59,39.41,-2.95,,,,,87.2,8.1,11470,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,109.4,2.0,11726,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,85.0,0.6,11727,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,103.1,-13.1,285.8,6.1,0.6807567408062054,-25.6,0.6139285714285714,,,10960,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,61.7,2.4,11728,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,70.0,2.1,11729,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,90.3,2.0,11730,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,65.2,1.2,11731,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,69.8,0.9,11732,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,86.8,3.0,11733,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,101.3,1.7,11734,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,86.8,1.1,11735,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,71.6,2.2,11736,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,80.2,2.5,11737,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,10.0,6371.2,48.0,42.0,43.0,,,,,79.0,8.7,1498,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,91.8,4.8,11738,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,50.0,6371.2,48.0,42.0,43.0,,,,,80.0,8.8,1499,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,59.1,0.4,11739,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,48.0,42.0,43.0,,,,,71.0,7.9,1500,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,61.7,2.0,11740,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,50.34,39.66,-1.4,,,,,81.1,3.5,11741,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,70.786,19.214,261.651,,,,,41.8,1.9,12001,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,73.6,16.4,267.3,5.8,0.9362720299354078,42.0,0.6957857142857142,,,10981,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,72.7,17.3,263.2,6.1,1.2404214615350833,22.5,1.146,,,10993,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,72.7,17.3,263.2,6.2,1.4792452166100922,27.7,1.3097142857142856,,,10995,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-500,100.0,6371.2,72.7,17.3,263.2,3.8,1.5292644567509581,24.5,1.3915714285714285,,,10999,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-495,10.0,6371.2,51.2,38.8,29.8,,,,,75.0,0.2,9238,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-495,15.0,6371.2,51.2,38.8,29.8,,,,,83.1,0.8,9285,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-495,593.0,6371.2,33.9,56.1,160.7,12.3,2.625350640220303,61.1,1.2687857142857142,,,11461,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-495,593.0,6371.2,33.9,56.1,160.7,15.4,1.6874289309914416,45.3,1.1869285714285713,,,11462,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-495,593.0,6371.2,33.9,56.1,160.7,-18.30000000000001,1.8614125553232241,52.0,1.146,,,11463,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-495,275.0,6371.2,59.95,30.05,114.97,,,,,58.0,1.1,737,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-490,50.0,6371.2,41.9,48.1,11.6,,,,,86.9,2.5,10795,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-489,80.0,6371.2,54.9579,35.0421,33.1066,,,,,75.1,1.9,11379,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-489,80.0,6371.2,54.9579,35.0421,33.1066,,,,,70.0,4.1,11380,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-487,13.0,6371.2,51.2,38.8,29.8,,,,,84.8,1.8,9239,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-486,14.0,6371.2,50.5,39.5,30.0,,,,,84.6,11.0,2865,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-485,15.0,6371.2,51.2,38.8,29.8,,,,,75.7,1.4,9240,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-483,15.0,6371.2,50.5,39.5,30.0,,,,,76.6,10.2,2866,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-482,10.0,6371.2,51.2,38.8,29.8,,,,,78.3,3.0,9241,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-480,10.0,6371.2,55.2,34.8,33.2,-10.199999999999989,2.540661909890616,61.1,1.2278571428571428,,,11820,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-480,288.0,6371.2,70.65,19.35,204.96,-10.699999999999989,1.452078334417614,29.1,1.2687857142857142,43.35,0.62,562,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-480,25.0,6371.2,41.0,49.0,2.2,10.4,3.5379387943224425,71.1,1.146,,,5017,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-480,288.0,6371.2,70.63,19.37,205.04,-10.2,0.8334281548806981,33.4,0.6957857142857142,,,12698,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-476,73.0,6371.2,50.5,39.5,30.0,,,,,89.8,11.5,2867,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-475,75.0,6371.2,49.35,40.65,24.49,-4.699999999999989,1.2008711908840088,63.7,0.5320714285714285,,,3974,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-475,25.0,6371.2,47.58,42.42,27.7,-9.300000000000011,2.163670197612613,63.0,0.9822857142857142,92.95,8.26,9683,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-475,25.0,6371.2,52.0,38.0,58.0,,,,,70.0,7.0,3053,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-475,25.0,6371.2,52.0,38.0,58.0,,,,,79.6,8.0,3054,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-470,50.0,6371.2,53.9014,36.0986,126.6897,,,,,55.46,4.15,11644,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-467,262.0,6371.2,37.2,52.8,355.9,-9.5,6.06397367136325,79.5,1.1050714285714285,,,6320,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-465,80.0,6371.2,54.9579,35.0421,33.1066,,,,,60.3,4.7,11378,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-465,85.0,6371.2,41.16,48.84,8.63,-34.8,7.406326086126219,73.3,2.128285714285714,,,12979,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-465,35.0,6371.2,52.52,37.48,13.02,4.3,3.261690892286983,60.7,1.5962142857142856,,,3764,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-465,85.0,6371.2,41.16,48.84,8.63,-18.7,4.34663683466276,61.3,2.0873571428571425,,,12980,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-465,85.0,6371.2,41.16,48.84,8.63,-9.2,10.862064980129443,75.6,2.701285714285714,,,12981,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-465,85.0,6371.2,41.16,48.84,8.63,-10.2,3.097711571739015,69.1,1.1050714285714285,78.44,5.58,12982,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-463,13.0,6371.2,52.0,38.0,23.7,,,,,61.0,8.25,2844,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-463,13.0,6371.2,51.2,38.8,29.8,,,,,80.8,0.7,9286,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-461,296.0,6371.2,70.3,19.7,204.13,-9.2,0.6373274125558279,33.4,0.5320714285714285,,,12697,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-460,10.0,6371.2,51.2,38.8,29.8,,,,,80.0,0.9,9242,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-460,100.0,6371.2,48.4,41.6,25.4,,,,,75.14,0.85,9346,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-460,100.0,6371.2,60.0,30.0,31.0,,,,,82.5,16.5,2713,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-460,100.0,6371.2,51.5708,38.4292,352.6547,,,,,92.6,5.3,8407,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-460,100.0,6371.2,51.5708,38.4292,352.6547,,,,,86.3,5.0,8408,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-460,100.0,6371.2,51.5708,38.4292,352.6547,,,,,90.0,4.0,8409,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
-455,55.0,6371.2,51.2,38.8,29.8,,,,,76.6,0.8,9243,"b'\xf0\xbf\xe2\x01\xce\x1bJ,\x8ax\xc9=\x11\x82\x17\xfd\xbbpzY\x90\xeef\xb2\xae\xbe)\xb0\xff\x18B\xfc'",arch_data
